1,-1.172741413
1,-1.18149519
1,-1.190134406
1,-1.198659778
1,-1.207072139
1,-1.215372443
1,-1.223561287
1,-1.231639743
1,-1.239608407
1,-1.247467995
1,-1.25521946
1,-1.262863398
1,-1.270400643
1,-1.277831674
1,-1.285157442
1,-1.292378426
1,-1.299495459
1,-1.306509018
1,-1.313419819
1,-1.320228577
1,-1.326935768
1,-1.333541989
1,-1.340047836
1,-1.346454024
1,-1.352760911
1,-1.358969092
1,-1.365079165
1,-1.371091723
1,-1.377007127
1,-1.382825851
1,-1.388548613
1,-1.394175768
1,-1.399707675
1,-1.40514493
1,-1.410488009
1,-1.415737271
1,-1.420893192
1,-1.425956249
1,-1.430926681
1,-1.435804963
1,-1.440591574
1,-1.44528687
1,-1.44989121
1,-1.454404831
1,-1.45882833
1,-1.463161945
1,-1.467405915
1,-1.471560717
1,-1.475626707
1,-1.479604006
1,-1.48349309
1,-1.487294197
1,-1.491007686
1,-1.494633794
1,-1.49817276
1,-1.501624942
1,-1.504990458
1,-1.508269668
1,-1.511462927
1,-1.514570236
1,-1.517591953
1,-1.520528436
1,-1.523379683
1,-1.526145935
1,-1.528827548
1,-1.531424522
1,-1.533937335
1,-1.536365867
1,-1.538710475
1,-1.540971279
1,-1.543148398
1,-1.54524219
1,-1.547252536
1,-1.549179792
1,-1.55102396
1,-1.552785158
1,-1.554463744
1,-1.556059599
1,-1.557572961
1,-1.55900383
1,-1.560352445
1,-1.561618805
1,-1.562803149
1,-1.563905358
1,-1.564925551
1,-1.565863967
1,-1.566720486
1,-1.567495227
1,-1.56818831
1,-1.568799734
1,-1.569329619
1,-1.569777846
1,-1.570144534
1,-1.570429683
1,-1.570633411
1,-1.570755601
1,-1.570796371
1,-1.570796371
1,-1.570755601
1,-1.570633411
1,-1.570429683
1,-1.570144534
1,-1.569777846
1,-1.569329619
1,-1.568799734
1,-1.56818831
1,-1.567495227
1,-1.566720486
1,-1.565863967
1,-1.564925551
1,-1.563905358
1,-1.562803149
1,-1.561618805
1,-1.560352445
1,-1.55900383
1,-1.557572961
1,-1.556059599
1,-1.554463744
1,-1.552785158
1,-1.55102396
1,-1.549179792
1,-1.547252536
1,-1.54524219
1,-1.543148398
1,-1.540971279
1,-1.538710475
1,-1.536365867
1,-1.533937335
1,-1.531424522
1,-1.528827548
1,-1.526145935
1,-1.523379683
1,-1.520528436
1,-1.517591953
1,-1.514570236
1,-1.511462927
1,-1.508269668
1,-1.504990458
1,-1.501624942
1,-1.49817276
1,-1.494633794
1,-1.491007686
1,-1.487294197
1,-1.48349309
1,-1.479604006
1,-1.475626707
1,-1.471560717
1,-1.467405915
1,-1.463161945
1,-1.45882833
1,-1.454404831
1,-1.44989121
1,-1.44528687
1,-1.440591574
1,-1.435804963
1,-1.430926681
1,-1.425956249
1,-1.420893192
1,-1.415737271
1,-1.410488009
1,-1.40514493
1,-1.399707675
1,-1.394175768
1,-1.388548613
1,-1.382825851
1,-1.377007127
1,-1.371091723
1,-1.365079165
1,-1.358969092
1,-1.352760911
1,-1.346454024
1,-1.340047836
1,-1.333541989
1,-1.326935768
1,-1.320228577
1,-1.313419819
1,-1.306509018
1,-1.299495459
1,-1.292378426
1,-1.285157442
1,-1.277831674
1,-1.270400643
1,-1.262863398
1,-1.25521946
1,-1.247467995
1,-1.239608407
1,-1.231639743
1,-1.223561287
1,-1.215372443
1,-1.207072139
1,-1.198659778
1,-1.190134406
1,-1.18149519
1,-1.172741413
1,-1.163871884
1,-1.154886007
1,-1.145782709
1,-1.136561036
1,-1.127220035
1,-1.11775887
1,-1.108176351
1,-1.098471522
1,-1.088643312
1,-1.078690648
1,-1.068612456
1,-1.058407664
1,-1.04807508
1,-1.037613511
1,-1.027021766
1,-1.016298771
1,-1.005443096
1,-0.994453609
1,-0.983328938
1,-0.972067773
1,-0.960668743
1,-0.949130476
1,-0.937451601
1,-0.925630569
1,-0.91366595
1,-0.901556194
1,-0.88929981
1,-0.876895189
1,-0.864340723
1,-0.851634681
1,-0.838775396
1,-0.825761139
1,-0.812590122
1,-0.799260497
1,-0.785770476
1,-0.772118092
1,-0.758301377
1,-0.744318306
1,-0.730166852
1,-0.715844929
1,-0.701350331
1,-0.686680913
1,-0.67183429
1,-0.656808257
1,-0.64160043
1,-0.626208246
1,-0.61062932
1,-0.594860971
1,-0.578900695
0.999999762,-0.562745631
0.999999762,-0.546393096
0.999999762,-0.529840171
0.999999762,-0.513083935
0.999999762,-0.496121407
0.999999762,-0.478949487
0.999999762,-0.461564958
0.999999762,-0.443964571
0.999999762,-0.426144958
0.999999523,-0.408102661
0.999999523,-0.389834136
0.999999523,-0.371335685
0.999999523,-0.352603585
0.999999285,-0.3336339
0.999999285,-0.314422697
0.999999046,-0.294965863
0.999999046,-0.275259137
0.999998868,-0.255298138
0.999998629,-0.235078409
0.999998391,-0.214595288
0.999998152,-0.19384402
0.999997914,-0.172819629
0.999997675,-0.151517063
0.999997199,-0.129931048
0.999996781,-0.108056165
0.999996066,-0.085886799
0.999995589,-0.063417166
0.999994695,-0.040641278
0.99999398,-0.017552946
0.999992788,0.005854232
0.999991655,0.02958688
0.999990284,0.053651854
0.999988616,0.078056261
0.999986529,0.102807447
0.999984443,0.127913043
0.999981701,0.153380945
0.999978662,0.179219365
0.999974966,0.205436781
0.999970794,0.232042059
0.999965906,0.259044349
0.999960124,0.286453187
0.999953389,0.314278483
0.999945521,0.342530549
0.999936283,0.371220112
0.999925375,0.400358289
0.99991262,0.429956794
0.999897778,0.460027695
0.999880373,0.490583658
0.999860227,0.521637857
0.999836326,0.553204119
0.999808788,0.58529681
0.999776304,0.617931008
0.999738276,0.651122451
0.999693811,0.684887648
0.999641836,0.719243824
0.99958092,0.754209101
0.999509752,0.789802492
0.999426484,0.826043963
0.99932915,0.862954438
0.999215305,0.900556087
0.999082267,0.93887198
0.99892652,0.977926612
0.998744309,1.017745852
0.998531044,1.058356762
0.998281837,1.099788308
0.997990251,1.14207077
0.997649491,1.185236335
0.997250795,1.229319215
0.996784627,1.27435565
0.996239603,1.320384026
0.995602369,1.36744535
0.994857371,1.415583253
0.993986666,1.464844227
0.992969036,1.515277982
0.991779864,1.566937566
0.99039042,1.61988008
0.988767564,1.674166322
0.986872554,1.729862213
0.98465991,1.787038326
0.982078075,1.845771074
0.979066193,1.906142712
0.975554347,1.968242645
0.971462011,2.032167912
0.966695845,2.098023653
0.961149633,2.165925264
0.954700947,2.235998392
0.94721061,2.308380842
0.93852061,2.383224487
0.92845273,2.460696697
0.916806996,2.540982723
0.903360784,2.624288082
0.887868226,2.710842371
0.870061755,2.800902367
0.849652529,2.894757032
0.82633549,2.992732763
0.799793601,3.095200062
0.769706666,3.202582836
0.735762239,3.31536746
0.697669387,3.434117794
0.655175686,3.559490204
0.608088255,3.692257404
0.556294441,3.8333354
0.499785006,3.983823299
0.43867442,4.145053864
0.373218119,4.318666458
0.303822517,4.506707191
0.231046006,4.71177721
0.155588642,4.937253475
0.078271031,5.1876297
0,5.469073772
